% set_pose_packingboxes_b_wp_sim_time_res_pose  right_arm  basic_scene + packingboxes %
% right-left-both	planner_name	iteration	num_goal_pose	planning_time	execution_time	motion_success %
r	RRTStarConfigDefault	3	5	0.067	1.869	1
r	RRTStarConfigDefault	3	6	0.08	1.08	1
r	RRTStarConfigDefault	3	7	0.045	1.162	1
r	RRTStarConfigDefault	3	8	0.087	2.347	1
r	RRTStarConfigDefault	3	9	0.051	1.232	1
r	RRTStarConfigDefault	3	10	0.042	1.309	1
r	RRTStarConfigDefault	3	11	0.066	2.607	1
r	RRTStarConfigDefault	3	12	0.058	1.448	1
r	RRTStarConfigDefault	3	13	0.085	1.208	1
r	RRTStarConfigDefault	3	14	0.104	7.374	1
r	RRTStarConfigDefault	3	15	0.041	1.331	1
r	RRTStarConfigDefault	3	16	0.058	1.508	1
r	RRTStarConfigDefault	4	0	-1	-1	0
r	RRTStarConfigDefault	4	1	0.063	6.771	1
r	RRTStarConfigDefault	4	2	0.072	1.558	1
r	RRTStarConfigDefault	4	3	-1	-1	0
r	RRTStarConfigDefault	4	4	-1	-1	0
r	RRTStarConfigDefault	4	5	0.078	1.652	1
r	RRTStarConfigDefault	4	6	0.07	1.035	1
r	RRTStarConfigDefault	4	7	0.055	1.039	1
r	RRTStarConfigDefault	4	8	0.033	1.903	1
r	RRTStarConfigDefault	4	9	-1	-1	0
r	RRTStarConfigDefault	4	10	0.054	0.671	1
r	RRTStarConfigDefault	4	11	0.055	8.11	1
r	RRTStarConfigDefault	4	12	0.042	1.391	1
r	RRTStarConfigDefault	4	13	0.045	1.144	1
r	RRTStarConfigDefault	4	14	0.079	13.053	1
r	RRTStarConfigDefault	4	15	-1	-1	0
r	RRTStarConfigDefault	4	16	0.028	0.762	1
r	RRTConfigDefault	0	0	0.077	4.333	1
r	RRTConfigDefault	0	1	0.066	0.962	1
r	RRTConfigDefault	0	2	-1	-1	0
r	RRTConfigDefault	0	3	-1	-1	0
r	RRTConfigDefault	0	4	-1	-1	0
r	RRTConfigDefault	0	5	0.067	1.071	1
r	RRTConfigDefault	0	6	0.038	1.226	1
r	RRTConfigDefault	0	7	0.053	1.156	1
r	RRTConfigDefault	0	8	0.074	2.071	1
r	RRTConfigDefault	0	9	0.098	1.337	1
r	RRTConfigDefault	0	10	0.083	1.395	1
r	RRTConfigDefault	0	11	0.054	2.055	1
r	RRTConfigDefault	0	12	0.072	1.135	1
r	RRTConfigDefault	0	13	0.085	1.025	1
r	RRTConfigDefault	0	14	0.087	10.472	1
r	RRTConfigDefault	0	15	0.111	1.396	1
r	RRTConfigDefault	0	16	0.061	1.516	1
r	RRTConfigDefault	1	0	0.085	12.618	1
r	RRTConfigDefault	1	1	0.065	0.971	1
r	RRTConfigDefault	1	2	-1	-1	0
r	RRTConfigDefault	1	3	0.155	15.024	1
r	RRTConfigDefault	1	4	0.104	4.731	1
r	RRTConfigDefault	1	5	0.077	1.921	1
r	RRTConfigDefault	1	6	0.092	0.865	1
r	RRTConfigDefault	1	7	0.061	1.155	1
r	RRTConfigDefault	1	8	0.053	5.827	1
r	RRTConfigDefault	1	9	-1	-1	0
r	RRTConfigDefault	1	10	0.103	0.672	1
r	RRTConfigDefault	1	11	0.043	1.772	1
r	RRTConfigDefault	1	12	0.047	1.161	1
r	RRTConfigDefault	1	13	0.059	1.029	1
r	RRTConfigDefault	1	14	0.1	8.024	1
r	RRTConfigDefault	1	15	0.052	1.205	1
r	RRTConfigDefault	1	16	0.073	1.342	1
r	RRTConfigDefault	2	0	0.141	4.331	1
r	RRTConfigDefault	2	1	0.081	0.956	1
r	RRTConfigDefault	2	2	-1	-1	0
r	RRTConfigDefault	2	3	-1	-1	0
r	RRTConfigDefault	2	4	-1	-1	0
r	RRTConfigDefault	2	5	0.075	1.057	1
r	RRTConfigDefault	2	6	0.037	1.215	1
r	RRTConfigDefault	2	7	0.034	1.17	1
r	RRTConfigDefault	2	8	0.052	2.087	1
r	RRTConfigDefault	2	9	0.078	1.329	1
r	RRTConfigDefault	2	10	0.098	1.4	1
r	RRTConfigDefault	2	11	0.062	2.045	1
r	RRTConfigDefault	2	12	0.049	1.128	1
r	RRTConfigDefault	2	13	0.095	1.01	1
r	RRTConfigDefault	2	14	-1	-1	0
r	RRTConfigDefault	2	15	0.066	20.532	1
r	RRTConfigDefault	2	16	0.047	1.387	1
r	RRTConfigDefault	3	0	0.136	10.751	1
r	RRTConfigDefault	3	1	0.077	0.963	1
r	RRTConfigDefault	3	2	0.071	1.596	1
r	RRTConfigDefault	3	3	-1	-1	0
r	RRTConfigDefault	3	4	0.066	0.794	1
r	RRTConfigDefault	3	5	0.074	1.764	1
r	RRTConfigDefault	3	6	0.058	1.018	1
r	RRTConfigDefault	3	7	0.033	1.043	1
r	RRTConfigDefault	3	8	0.061	1.984	1
r	RRTConfigDefault	3	9	0.092	10.174	1
r	RRTConfigDefault	3	10	0.051	1.446	1
r	RRTConfigDefault	3	11	0.086	1.798	1
r	RRTConfigDefault	3	12	0.068	1.128	1
r	RRTConfigDefault	3	13	0.142	1.014	1
r	RRTConfigDefault	3	14	0.094	4.471	1
r	RRTConfigDefault	3	15	0.065	1.276	1
r	RRTConfigDefault	3	16	0.058	1.438	1
r	RRTConfigDefault	4	0	0.092	7.403	1
r	RRTConfigDefault	4	1	0.07	0.961	1
r	RRTConfigDefault	4	2	0.065	1.586	1
r	RRTConfigDefault	4	3	-1	-1	0
r	RRTConfigDefault	4	4	0.113	0.781	1
r	RRTConfigDefault	4	5	0.067	1.78	1
r	RRTConfigDefault	4	6	0.056	1.009	1
r	RRTConfigDefault	4	7	-1	-1	0
r	RRTConfigDefault	4	8	0.076	1.963	1
r	RRTConfigDefault	4	9	0.078	10.225	1
r	RRTConfigDefault	4	10	0.054	1.271	1
r	RRTConfigDefault	4	11	0.058	2.511	1
r	RRTConfigDefault	4	12	0.038	1.391	1
r	RRTConfigDefault	4	13	0.076	1.144	1
r	RRTConfigDefault	4	14	0.042	3.061	1
r	RRTConfigDefault	4	15	0.108	1.387	1
r	RRTConfigDefault	4	16	0.084	1.472	1
r	SBLConfigDefault	0	0	0.127	3.985	1
r	SBLConfigDefault	0	1	0.068	0.973	1
r	SBLConfigDefault	0	2	0.063	1.908	1
r	SBLConfigDefault	0	3	0.11	7.658	1
r	SBLConfigDefault	0	4	-1	-1	0
r	SBLConfigDefault	0	5	-1	-1	0
r	SBLConfigDefault	0	6	-1	-1	0
r	SBLConfigDefault	0	7	0.08	10.076	1
r	SBLConfigDefault	0	8	0.089	2.234	1
r	SBLConfigDefault	0	9	0.065	1.14	1
r	SBLConfigDefault	0	10	0.091	1.234	1
r	SBLConfigDefault	0	11	0.055	2.362	1
r	SBLConfigDefault	0	12	0.093	1.216	1
r	SBLConfigDefault	0	13	0.051	1	1
r	SBLConfigDefault	0	14	0.125	8.581	1
r	SBLConfigDefault	0	15	0.073	1.394	1
r	SBLConfigDefault	0	16	0.046	1.516	1
r	SBLConfigDefault	1	0	0.078	6.515	1
r	SBLConfigDefault	1	1	0.059	0.964	1
r	SBLConfigDefault	1	2	0.098	1.591	1
r	SBLConfigDefault	1	3	-1	-1	0
r	SBLConfigDefault	1	4	0.059	0.778	1
r	SBLConfigDefault	1	5	0.08	1.788	1
r	SBLConfigDefault	1	6	0.092	1.027	1
r	SBLConfigDefault	1	7	0.075	1.034	1
r	SBLConfigDefault	1	8	0.098	1.981	1
r	SBLConfigDefault	1	9	0.135	9.493	1
r	SBLConfigDefault	1	10	0.048	1.424	1
r	SBLConfigDefault	1	11	0.099	5.633	1
r	SBLConfigDefault	1	12	0.096	1.157	1
r	SBLConfigDefault	1	13	0.069	1.026	1
r	SBLConfigDefault	1	14	0.083	4.075	1
r	SBLConfigDefault	1	15	0.049	1.352	1
r	SBLConfigDefault	1	16	0.097	1.499	1
r	SBLConfigDefault	2	0	0.107	5.974	1
r	SBLConfigDefault	2	1	0.052	1.35	1
r	SBLConfigDefault	2	2	0.084	2.283	1
r	SBLConfigDefault	2	3	-1	-1	0
r	SBLConfigDefault	2	4	0.063	0.918	1
r	SBLConfigDefault	2	5	0.048	1.883	1
r	SBLConfigDefault	2	6	0.063	1.058	1
r	SBLConfigDefault	2	7	0.042	1.155	1
r	SBLConfigDefault	2	8	0.07	2.375	1
r	SBLConfigDefault	2	9	0.048	1.253	1
r	SBLConfigDefault	2	10	0.055	1.322	1
r	SBLConfigDefault	2	11	0.08	3.07	1
r	SBLConfigDefault	2	12	0.09	1.44	1
r	SBLConfigDefault	2	13	0.049	1.212	1
r	SBLConfigDefault	2	14	0.077	13.994	1
r	SBLConfigDefault	2	15	0.098	1.314	1
r	SBLConfigDefault	2	16	0.044	1.41	1
r	SBLConfigDefault	3	0	0.077	3.99	1
r	SBLConfigDefault	3	1	0.06	0.985	1
r	SBLConfigDefault	3	2	0.049	1.925	1
r	SBLConfigDefault	3	3	0.125	10.445	1
r	SBLConfigDefault	3	4	0.071	5.689	1
r	SBLConfigDefault	3	5	0.085	1.809	1
r	SBLConfigDefault	3	6	0.099	1.123	1
r	SBLConfigDefault	3	7	0.052	1.155	1
r	SBLConfigDefault	3	8	0.079	2.238	1
r	SBLConfigDefault	3	9	0.027	1.211	1
r	SBLConfigDefault	3	10	0.045	1.222	1
r	SBLConfigDefault	3	11	0.086	2.363	1
r	SBLConfigDefault	3	12	0.039	1.227	1
r	SBLConfigDefault	3	13	0.073	0.987	1
r	SBLConfigDefault	3	14	0.04	2.985	1
r	SBLConfigDefault	3	15	0.078	1.197	1
r	SBLConfigDefault	3	16	0.078	1.306	1
r	SBLConfigDefault	4	0	-1	-1	0
r	SBLConfigDefault	4	1	0.07	4.004	1
r	SBLConfigDefault	4	2	0.074	5.625	1
r	SBLConfigDefault	4	3	-1	-1	0
r	SBLConfigDefault	4	4	0.11	0.827	1
r	SBLConfigDefault	4	5	0.082	1.779	1
r	SBLConfigDefault	4	6	0.042	1.022	1
r	SBLConfigDefault	4	7	0.065	1.032	1
r	SBLConfigDefault	4	8	0.091	1.979	1
r	SBLConfigDefault	4	9	-1	-1	0
r	SBLConfigDefault	4	10	0.092	0.673	1
r	SBLConfigDefault	4	11	0.118	1.785	1
r	SBLConfigDefault	4	12	0.054	1.167	1
r	SBLConfigDefault	4	13	0.036	1.046	1
r	SBLConfigDefault	4	14	0.072	5.63	1
r	SBLConfigDefault	4	15	0.064	1.328	1
r	SBLConfigDefault	4	16	0.053	1.491	1
